date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:30:00	116887/116887	---MCZ	200	added ('OK')	text/html	etag:%22e5114fd2a85ca9c7561f21d847386458-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo3	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo3.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:00	5146/5146	---M--	200	added ('OK')	image/jpeg	etag:%2204954a61260378f95c206f94b65f0e12-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi3.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi3.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:01	93876/93876	---MCZ	200	added ('OK')	text/html	etag:%22819fc9798fb6b73d297fe78cf8476779-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo4	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo4.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:02	6702/6702	---M--	200	added ('OK')	image/jpeg	etag:%22fe3039780b23dc149d724112cea5624c-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi4.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi4.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:02	111700/111700	---MCZ	200	added ('OK')	text/html	etag:%2205c84970ff676ba3909ac40b03c9f958-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo5	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo5.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:03	5098/5098	---M--	200	added ('OK')	image/jpeg	etag:%223513de75fb61df5e5117665f512ccf7c-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi5.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi5.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:04	95973/95973	---MCZ	200	added ('OK')	text/html	etag:%22648ec26a4c1c8b738133b83548607e3a-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo6	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo6.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:04	4390/4390	---M--	200	added ('OK')	image/jpeg	etag:%2238bc5e97a4a2a12a481d78bef9d0f378-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi6.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi6.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:05	101237/101237	---MCZ	200	added ('OK')	text/html	etag:%223252e312f1f458a7ba1e7ad7e61dd8f9-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo7	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo7.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:05	4121/4121	---M--	200	added ('OK')	image/jpeg	etag:%22d3a8cb06cb64fdba9d50043e03b703ef-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi7.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi7.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:06	113058/113058	---MCZ	200	added ('OK')	text/html	etag:%228581a19af41ef2694806d2c0b192e9e2-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo8	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo8.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:07	4159/4159	---M--	200	added ('OK')	image/jpeg	etag:%2217e73ab52d23c91113884bc10491bac1-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi8.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi8.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:08	125604/125604	---MCZ	200	added ('OK')	text/html	etag:%22dc33b0b5d6cb91470dd20be1a569bfbc-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo9	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo9.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:08	4446/4446	---M--	200	added ('OK')	image/jpeg	etag:%22708e08c3e22c32e13ef405d7e970b2cb-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi9.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi9.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:09	96289/96289	---MCZ	200	added ('OK')	text/html	etag:%228ec2b928155c60e8503cfd263ecf6c06-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo10	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo10.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:09	6604/6604	---M--	200	added ('OK')	image/jpeg	etag:%226d2b4a4e4eb54c48740e453a6d5083a3-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi10.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi10.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:10	126207/126207	---MCZ	200	added ('OK')	text/html	etag:%22074636fde073deff93e07f0ea49b1972-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo11	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo11.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:11	4966/4966	---M--	200	added ('OK')	image/jpeg	etag:%2228b969161775b64771d51f8111089b9b-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi11.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi11.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:12	97980/97980	---MCZ	200	added ('OK')	text/html	etag:%222e5d83ced5a45a06ea0e72a39cdf79bc-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo12	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo12.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:12	5113/5113	---M--	200	added ('OK')	image/jpeg	etag:%225899d4ed022617fd1f8823266c2f9702-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi12.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi12.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:13	100919/100919	---MCZ	200	added ('OK')	text/html	etag:%2274e772ef5c6260141221a4df9e7af5d3-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo13	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo13.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:13	6256/6256	---M--	200	added ('OK')	image/jpeg	etag:%22e4754cfaecd211fd342b7fab3b6192c7-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi13.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi13.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:14	93189/93189	---MCZ	200	added ('OK')	text/html	etag:%22b532ac894651819f7eed78000ce5da71-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo14	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo14.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:14	7561/7561	---M--	200	added ('OK')	image/jpeg	etag:%22fbcfffffb45c1363be66fc326dcf0fcd-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi14.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi14.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:15	101564/101564	---MCZ	200	added ('OK')	text/html	etag:%228881cbacc3356895af8a9ccce0c8efb2-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo15	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo15.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:16	9188/9188	---M--	200	added ('OK')	image/jpeg	etag:%22d78d80574e3feb1606994048ebd5bac8-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi15.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi15.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:17	72368/72368	---MCZ	200	added ('OK')	text/html	etag:%22984b58d608822bc0e2f24e64405fc545-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo16	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo16.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:17	4572/4572	---M--	200	added ('OK')	image/jpeg	etag:%22937b56bfc4643163bb1b6612c0714f24-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi16.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi16.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:18	6999/6999	---M--	200	added ('OK')	image/jpeg	etag:%22814b5e43ad994981b0f7ddda3701403d-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi17.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi17.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:19	100726/100726	---MCZ	200	added ('OK')	text/html	etag:%22bb5ae2a7b2a9db871f0a30663172d2af-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo18	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo18.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:19	4960/4960	---M--	200	added ('OK')	image/jpeg	etag:%221fc64565685c890849489918556f24c8-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi18.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi18.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:20	98943/98943	---MCZ	200	added ('OK')	text/html	etag:%2230da9ff2d3b23f42e7235d4c70ab9f80-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo19	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo19.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:21	4244/4244	---M--	200	added ('OK')	image/jpeg	etag:%227215c3100b11209ce6ea3379f835d8c3-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi19.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi19.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:21	98065/98065	---MCZ	200	added ('OK')	text/html	etag:%22ddcd68c1e2171a497734c4f0caf1dc86-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo20	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo20.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:22	6318/6318	---M--	200	added ('OK')	image/jpeg	etag:%2263cbb92a264830cdb9d107fa78b4c07b-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi20.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi20.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:23	112467/112467	---MCZ	200	added ('OK')	text/html	etag:%22e388fddb201bd06c2f918540be3790d0-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo21	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo21.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:23	5042/5042	---M--	200	added ('OK')	image/jpeg	etag:%22b428279f14a6ebf004b5ffe7c926c622-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi21.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi21.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:24	108487/108487	---MCZ	200	added ('OK')	text/html	etag:%2242a16e0deff62492d59b86ba847d5f45-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo22	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo22.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:24	6087/6087	---M--	200	added ('OK')	image/jpeg	etag:%22f357272b9f11fec4c3e2745ceb725d6e-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi22.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi22.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:25	111778/111778	---MCZ	200	added ('OK')	text/html	etag:%2264a714423d587e264082f859a4208181-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo23	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo23.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:25	6336/6336	---M--	200	added ('OK')	image/jpeg	etag:%22d3353c951589f9fba3bc1310ea85ea34-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi23.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi23.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:26	71211/71211	---MCZ	200	added ('OK')	text/html	etag:%2226dec0870ce7b1f4a4b95a27f609642a-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo24	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo24.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:27	8136/8136	---M--	200	added ('OK')	image/jpeg	etag:%227b7270e04accde6f848c12712f776fc2-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi24.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi24.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:28	115805/115805	---MCZ	200	added ('OK')	text/html	etag:%2219baac3ecb841839e2b850eddf8556b0-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo25	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo25.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:29	7313/7313	---M--	200	added ('OK')	image/jpeg	etag:%2221383fecb7e457687f61d514413b4ffd-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi25.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi25.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:29	86952/86952	---MCZ	200	added ('OK')	text/html	etag:%22cd56fc250d644142d58b0e33390f9a11-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo26	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo26.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:30	4341/4341	---M--	200	added ('OK')	image/jpeg	etag:%22159e188e7ae9707f7561ab0b21f4841c-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi26.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi26.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:31	110449/110449	---MCZ	200	added ('OK')	text/html	etag:%228ca95831911724c502da80c71f84ac6b-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo27	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo27.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:31	5699/5699	---M--	200	added ('OK')	image/jpeg	etag:%222c3da0d14f0dadb147b5774a6fd2e41a-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi27.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi27.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:32	90800/90800	---MCZ	200	added ('OK')	text/html	etag:%2254165972f59279503e97120b8d792ae9-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo28	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo28.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:33	5517/5517	---M--	200	added ('OK')	image/jpeg	etag:%22eeffc64a20f8943bee7d2c6298566588-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi28.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi28.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:33	101905/101905	---MCZ	200	added ('OK')	text/html	etag:%22ffff97600476d05077791783b066d5cc-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo29	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo29.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:34	5010/5010	---M--	200	added ('OK')	image/jpeg	etag:%2249bec72a9c2253dfc72f5fd82723d2c4-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi29.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi29.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:35	112137/112137	---MCZ	200	added ('OK')	text/html	etag:%2267bdee3f6511f9c640a49691a2135768-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo30	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo30.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:35	4833/4833	---M--	200	added ('OK')	image/jpeg	etag:%22b8e910aa7a7361045565f9854ce106a1-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi30.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi30.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:36	90402/90402	---MCZ	200	added ('OK')	text/html	etag:%2207158b3f4364965903dca67ddb7e7fcb-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo31	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo31.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:36	4651/4651	---M--	200	added ('OK')	image/jpeg	etag:%22641cb2aae832d2b833aa1e6e59112fed-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi31.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi31.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:37	112061/112061	---MCZ	200	added ('OK')	text/html	etag:%22f3028ac6246d32b6841f5c121f6928ec-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo32	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo32.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:37	6452/6452	---M--	200	added ('OK')	image/jpeg	etag:%22741f894edfb17877dec70cc4cd91d37b-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi32.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi32.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:38	90335/90335	---MCZ	200	added ('OK')	text/html	etag:%2283300d9477fe1011d2f40347ccb82f18-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo33	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo33.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:39	4488/4488	---M--	200	added ('OK')	image/jpeg	etag:%225ada304f01260cb8b72280f8bfbe50fb-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi33.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi33.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:39	118964/118964	---MCZ	200	added ('OK')	text/html	etag:%22422fba5aa82a36d096925fa87a641793-ssl-df%22	https://sandbox-tailwind-template.netlify.app/demo34	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/demo34.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:40	4967/4967	---M--	200	added ('OK')	image/jpeg	etag:%22315205701384648ced3a5ba706c5dc12-ssl%22	https://sandbox-tailwind-template.netlify.app/assets/img/demos/mi34.jpg	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/assets/img/demos/mi34.jpg	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:41	87160/87160	---MCZ	200	added ('OK')	text/html	etag:%2254741b5e5233035302dbd72986cb7d73-ssl-df%22	https://sandbox-tailwind-template.netlify.app/services	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/services.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:42	85949/85949	---MCZ	200	added ('OK')	text/html	etag:%22533a7f7fafc01e5e1e5f118895ce7bd9-ssl-df%22	https://sandbox-tailwind-template.netlify.app/services2	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/services2.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:42	89220/89220	---MCZ	200	added ('OK')	text/html	etag:%22d01c95e9b2a5e151739f756ddd184601-ssl-df%22	https://sandbox-tailwind-template.netlify.app/about	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/about.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:43	86691/86691	---MCZ	200	added ('OK')	text/html	etag:%22553ce54cba2688f641fd4ce383199234-ssl-df%22	https://sandbox-tailwind-template.netlify.app/about2	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/about2.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:44	94790/94790	---MCZ	200	added ('OK')	text/html	etag:%22362891fc0b7604a218ec4feb116e665f-ssl-df%22	https://sandbox-tailwind-template.netlify.app/shop	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/shop.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:44	107463/107463	---MCZ	200	added ('OK')	text/html	etag:%22af7f1e60b165075293f34c2783b6177c-ssl-df%22	https://sandbox-tailwind-template.netlify.app/shop2	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/shop2.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:45	114676/114676	---MCZ	200	added ('OK')	text/html	etag:%22a4223d6fce625542230d31849d89da24-ssl-df%22	https://sandbox-tailwind-template.netlify.app/shop-product	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/shop-product.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:46	77473/77473	---MCZ	200	added ('OK')	text/html	etag:%2296d420e0d4375ad659cdbdc26cabcd6d-ssl-df%22	https://sandbox-tailwind-template.netlify.app/shop-cart	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/shop-cart.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:47	101723/101723	---MCZ	200	added ('OK')	text/html	etag:%2275eb61255bbc4d4ea0deb6072546465d-ssl-df%22	https://sandbox-tailwind-template.netlify.app/shop-checkout	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/shop-checkout.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:48	71168/71168	---MCZ	200	added ('OK')	text/html	etag:%22b3d0a73dd6b223b8c76b57e3bbef667b-ssl-df%22	https://sandbox-tailwind-template.netlify.app/contact	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/contact.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
02:30:48	69613/69613	---MCZ	200	added ('OK')	text/html	etag:%22b72472dbe6cf15ae08a81cd1d05592a0-ssl-df%22	https://sandbox-tailwind-template.netlify.app/contact2	D:/cnegry%20web/sandbox-tailwind-template.netlify.app/contact2.html	(from https://sandbox-tailwind-template.netlify.app/demo17)
